gene,old_mean_log1p_CP10K,new_mean_log1p_CP10K,delta_new_minus_old,old_total,new_total,abs_delta
TNFRSF10D,0.019112462,0.019494431,0.00038196892,31.0,58.0,0.00038196892
LTBP2,0.00058836216,0.0009699737,0.00038161152,1.0,3.0,0.00038161152
SYNM,0.0004831484,0.0008633738,0.0003802254,1.0,2.0,0.0003802254
MRGPRF-AS1,0.0,0.00038016116,0.00038016116,0.0,1.0,0.00038016116
LOX,0.0034079987,0.0037881436,0.00038014492,6.0,10.0,0.00038014492
SLC16A9,0.013393094,0.013773168,0.0003800746,19.0,29.0,0.0003800746
TMEM151B,0.0,0.00037992414,0.00037992414,0.0,1.0,0.00037992414
KCND3,0.0,0.00037908286,0.00037908286,0.0,2.0,0.00037908286
DIO1,0.00037816245,0.0,-0.00037816245,1.0,0.0,0.00037816245
ZNF778,0.01366338,0.013286301,-0.00037707947,22.0,34.0,0.00037707947
S100A1,0.005461322,0.005837071,0.00037574908,9.0,16.0,0.00037574908
CEACAM18,0.00037479665,0.0,-0.00037479665,1.0,0.0,0.00037479665
SMC1B,0.0010824446,0.00070795574,-0.00037448882,2.0,3.0,0.00037448882
MCUB,0.008977613,0.009351721,0.00037410762,17.0,28.0,0.00037410762
CD2,0.0007794349,0.0011523376,0.00037290272,1.0,4.0,0.00037290272
DPYSL4,0.002205182,0.002577858,0.00037267595,2.0,2.0,0.00037267595
TMEM252,0.0005271112,0.0008972176,0.00037010643,1.0,5.0,0.00037010643
TNFSF9,0.0008020947,0.0004325018,-0.0003695929,1.0,1.0,0.0003695929
EFHC2,0.005815593,0.006185128,0.00036953483,10.0,13.0,0.00036953483
CLASP1,0.057633605,0.058001712,0.0003681071,87.0,107.0,0.0003681071
SBSPON,0.0027455452,0.002377728,-0.00036781724,5.0,5.0,0.00036781724
TUBB4A,0.0018817508,0.0022487924,0.00036704168,2.0,2.0,0.00036704168
PAPPA,0.0028667268,0.0032324735,0.00036574667,5.0,12.0,0.00036574667
AMY2B,0.00956809,0.009933501,0.00036541093,17.0,24.0,0.00036541093
MRAP2,0.0035878185,0.0032224152,-0.00036540325,5.0,8.0,0.00036540325
SLC8A1-AS1,0.0040770564,0.0044421684,0.00036511198,5.0,7.0,0.00036511198
ZNF385B,0.0029539806,0.00331546,0.00036147935,3.0,4.0,0.00036147935
B3GALT5-AS1,0.0003611991,0.0,-0.0003611991,1.0,0.0,0.0003611991
TMC8,0.012006014,0.011645222,-0.00036079157,16.0,35.0,0.00036079157
ANLN,0.01691001,0.017267149,0.00035713986,28.0,41.0,0.00035713986
CXCL10,0.003351058,0.0037077898,0.0003567317,6.0,15.0,0.0003567317
CHST1,0.0008050734,0.0004492818,-0.00035579162,1.0,1.0,0.00035579162
DIO3,0.0033524907,0.003706224,0.0003537333,5.0,11.0,0.0003537333
LINC00605,0.011086843,0.011440293,0.00035344996,15.0,14.0,0.00035344996
AFF3,0.00076630583,0.0004130798,-0.00035322603,1.0,1.0,0.00035322603
CD38,0.001477145,0.0011250109,-0.0003521341,2.0,4.0,0.0003521341
KLHL21,0.017070502,0.01742196,0.0003514588,27.0,31.0,0.0003514588
SMCR5,0.03251355,0.032163735,-0.00034981593,49.0,88.0,0.00034981593
LYPD2,0.0016679915,0.0020174303,0.00034943875,2.0,2.0,0.00034943875
RETN,0.0017420155,0.0020909263,0.0003489108,2.0,3.0,0.0003489108
GZMA,0.0032525812,0.0029043257,-0.0003482555,4.0,8.0,0.0003482555
SERPINI1,0.008355275,0.0087027345,0.0003474597,14.0,22.0,0.0003474597
KCNK3,0.001525446,0.0011789027,-0.00034654327,2.0,2.0,0.00034654327
CNTN3,0.012378996,0.012032494,-0.0003465023,19.0,34.0,0.0003465023
ADGRG4,0.002333251,0.0026784127,0.00034516165,6.0,16.0,0.00034516165
TRPS1,0.0065029114,0.00684557,0.00034265872,8.0,11.0,0.00034265872
EWSAT1,0.0007048837,0.00036312212,-0.0003417616,1.0,1.0,0.0003417616
MFSD4A,0.020540379,0.020881854,0.000341475,31.0,55.0,0.000341475
RASAL3,0.0012562268,0.00091559876,-0.00034062803,1.0,1.0,0.00034062803
SLC16A8,0.005337508,0.0056757927,0.00033828476,6.0,10.0,0.00033828476
FGF19,0.0006628185,0.00032520675,-0.00033761174,1.0,1.0,0.00033761174
ZNF233,0.016208127,0.016545225,0.0003370978,23.0,41.0,0.0003370978
ISL1,0.0024678549,0.0028047627,0.0003369078,3.0,4.0,0.0003369078
MAP4K3,0.078032784,0.07836934,0.00033655763,122.0,178.0,0.00033655763
ESM1,0.0006409475,0.00030442135,-0.00033652614,1.0,1.0,0.00033652614
TIMP2,0.03143244,0.03109635,-0.00033608824,51.0,82.0,0.00033608824
PRMT8,0.0012641496,0.001599446,0.0003352965,2.0,2.0,0.0003352965
SAMSN1,0.0030989351,0.003433434,0.00033449894,3.0,5.0,0.00033449894
PLEKHG4,0.011937102,0.01160414,-0.00033296272,19.0,27.0,0.00033296272
GDF6,0.0,0.00033137013,0.00033137013,0.0,1.0,0.00033137013
ABCA5,0.09485028,0.09451939,-0.00033088773,156.0,312.0,0.00033088773
NLGN4Y,0.015626503,0.015297527,-0.00032897573,28.0,40.0,0.00032897573
TMEM108,0.0016265642,0.0019553672,0.00032880297,3.0,5.0,0.00032880297
C1QL1,0.0005923951,0.00026405038,-0.0003283447,1.0,1.0,0.0003283447
CEP55,0.00885562,0.009182829,0.000327209,13.0,19.0,0.000327209
ADRB1,0.0031060344,0.002780049,-0.00032598525,4.0,5.0,0.00032598525
KCNJ12,0.0070010824,0.0073263403,0.0003252579,12.0,18.0,0.0003252579
NETO2,0.0060896887,0.006414749,0.00032506045,10.0,17.0,0.00032506045
ACTN2,0.00066881656,0.00034767477,-0.0003211418,1.0,1.0,0.0003211418
THBS2,0.004787521,0.0051081614,0.0003206404,7.0,19.0,0.0003206404
KIF17,0.0,0.00032012604,0.00032012604,0.0,1.0,0.00032012604
SH3RF3,0.0010209313,0.0007012694,-0.00031966186,2.0,3.0,0.00031966186
BATF,0.001152929,0.00083343335,-0.00031949568,2.0,2.0,0.00031949568
SEMA3D,0.014924834,0.014605844,-0.00031898916,24.0,30.0,0.00031898916
HCAR2,0.0021718254,0.002489925,0.0003180995,3.0,7.0,0.0003180995
PRKCZ-AS1,0.00055740954,0.00087438227,0.00031697273,1.0,2.0,0.00031697273
LATS2,0.0073166215,0.007633375,0.00031675352,11.0,22.0,0.00031675352
MIR497HG,0.0022296442,0.0019141255,-0.0003155187,4.0,8.0,0.0003155187
LGALS14,0.0012554479,0.0009404335,-0.00031501433,3.0,5.0,0.00031501433
FST,0.0011025367,0.00078799477,-0.00031454192,2.0,3.0,0.00031454192
GULP1,0.14080457,0.14111859,0.00031401217,233.0,328.0,0.00031401217
HINFP,0.08518084,0.084867075,-0.0003137663,145.0,203.0,0.0003137663
CLCNKB,0.00030858675,0.0,-0.00030858675,1.0,0.0,0.00030858675
CDH12,0.030318882,0.030626096,0.00030721352,48.0,65.0,0.00030721352
ST18,0.0,0.0003040742,0.0003040742,0.0,1.0,0.0003040742
LINC00900,0.0010545956,0.0007523647,-0.00030223088,2.0,3.0,0.00030223088
CD86,0.00064662466,0.00034599373,-0.00030063093,1.0,1.0,0.00030063093
CLK1,0.54807484,0.54777426,-0.00030058622,997.0,1460.0,0.00030058622
MEOX2,0.0008050734,0.0011056243,0.00030055083,1.0,3.0,0.00030055083
FGF2,0.0010879758,0.000789987,-0.00029798882,2.0,3.0,0.00029798882
NCAM2,0.000608274,0.00031085682,-0.0002974172,1.0,1.0,0.0002974172
L1CAM,0.000608274,0.00031085682,-0.0002974172,1.0,1.0,0.0002974172
MORN5,0.0006326416,0.00033532977,-0.00029731184,1.0,1.0,0.00029731184
CCNF,0.012842309,0.012546082,-0.0002962267,18.0,26.0,0.0002962267
VWC2,0.0,0.00029583956,0.00029583956,0.0,1.0,0.00029583956
C8orf58,0.025588114,0.025883377,0.00029526278,41.0,65.0,0.00029526278
VWA8,0.048384827,0.04809261,-0.0002922155,72.0,111.0,0.0002922155
CCNJ,0.03533821,0.035630267,0.0002920553,56.0,86.0,0.0002920553
HGD,0.010421775,0.010712752,0.00029097684,14.0,17.0,0.00029097684
ITGA11,0.000520424,0.00022950838,-0.0002909156,1.0,1.0,0.0002909156
HKDC1,0.11194105,0.112231016,0.00028996915,201.0,392.0,0.00028996915
BIK,0.013612915,0.013327194,-0.00028572045,25.0,50.0,0.00028572045
S100B,0.009043976,0.008759294,-0.00028468203,12.0,22.0,0.00028468203
CUX2,0.0,0.00028463828,0.00028463828,0.0,1.0,0.00028463828
PLEKHN1,0.0005507181,0.00026616242,-0.0002845557,1.0,1.0,0.0002845557
HAMP,0.0010691965,0.0007866727,-0.0002825238,2.0,3.0,0.0002825238
TTC23,0.04242348,0.042706,0.0002825223,67.0,113.0,0.0002825223
METTL24,0.0,0.00028234874,0.00028234874,0.0,2.0,0.00028234874
ACTA1,0.0012657837,0.0015471873,0.00028140366,2.0,6.0,0.00028140366
DIRC3,0.0010867476,0.0013680813,0.0002813337,2.0,2.0,0.0002813337
STX11,0.0031685047,0.003449413,0.0002809083,5.0,13.0,0.0002809083
GREM2,0.0015204597,0.0012418315,-0.0002786282,3.0,3.0,0.0002786282
SPP1,0.0056224414,0.005344749,-0.00027769245,7.0,12.0,0.00027769245
CNTNAP5,0.0,0.00027723142,0.00027723142,0.0,1.0,0.00027723142
NEGR1,0.002267057,0.0019899525,-0.00027710455,4.0,6.0,0.00027710455
ELOVL3,0.00053773145,0.0002615837,-0.00027614777,1.0,1.0,0.00027614777
OLFM1,0.0005271112,0.00025122092,-0.00027589026,1.0,1.0,0.00027589026
RGPD8,0.00054329383,0.0002674474,-0.00027584643,1.0,1.0,0.00027584643
EMILIN1,0.002616313,0.002340586,-0.00027572713,3.0,3.0,0.00027572713
GLP2R,0.0,0.00027496158,0.00027496158,0.0,1.0,0.00027496158
WHRN,0.017630596,0.017356185,-0.00027441047,28.0,38.0,0.00027441047
REXO5,0.009045229,0.008771521,-0.00027370825,16.0,23.0,0.00027370825
CIT,0.013524056,0.013250764,-0.00027329195,23.0,34.0,0.00027329195
LINC00482,0.0012568149,0.0015298997,0.00027308473,3.0,7.0,0.00027308473
HCLS1,0.002905706,0.0026329246,-0.00027278136,5.0,7.0,0.00027278136
STIM1,0.013263757,0.012991108,-0.00027264934,23.0,40.0,0.00027264934
PRR16,0.0036912912,0.0034204323,-0.00027085887,5.0,9.0,0.00027085887
ZNF730,0.0061036623,0.005833689,-0.00026997318,10.0,10.0,0.00026997318
CCDC88B,0.0074049076,0.007674492,0.00026958436,12.0,15.0,0.00026958436
APLP1,0.0029720815,0.0032399402,0.00026785862,3.0,4.0,0.00026785862
STK17B,0.05485851,0.055126306,0.00026779622,88.0,132.0,0.00026779622
CD93,0.0027360197,0.0030035658,0.00026754616,5.0,7.0,0.00026754616
FGD2,0.0028835237,0.0026161014,-0.0002674223,4.0,6.0,0.0002674223
MTUS2,0.0014364911,0.0011700037,-0.00026648748,2.0,3.0,0.00026648748
PTPDC1,0.021342533,0.021077292,-0.00026524067,31.0,54.0,0.00026524067
IGDCC3,0.00597878,0.0062440126,0.00026523275,8.0,7.0,0.00026523275
SLC10A5,0.008129114,0.008393826,0.00026471168,11.0,17.0,0.00026471168
SPINK5,0.00561703,0.0058813803,0.00026435032,9.0,20.0,0.00026435032
NR2F1,0.0047036377,0.0049672816,0.00026364392,4.0,8.0,0.00026364392
LINC00365,0.00053156645,0.00026814287,-0.00026342357,1.0,1.0,0.00026342357
GLRB,0.020167736,0.020430667,0.000262931,31.0,47.0,0.000262931
LINC02560,0.0,0.0002615837,0.0002615837,0.0,1.0,0.0002615837
GABBR2,0.002844547,0.0031053666,0.00026081968,6.0,10.0,0.00026081968
TMEM154,0.0034380318,0.0031780398,-0.00025999197,5.0,9.0,0.00025999197
PRND,0.001478654,0.0017385081,0.00025985413,1.0,1.0,0.00025985413
FOLR2,0.0042795185,0.0040202425,-0.000259276,4.0,8.0,0.000259276
GRM8,0.0012373744,0.0009787525,-0.00025862188,2.0,3.0,0.00025862188
GFOD2,0.016196094,0.015937546,-0.00025854819,24.0,53.0,0.00025854819
PLD6,0.01693797,0.016680304,-0.0002576653,27.0,32.0,0.0002576653
ATRNL1,0.0026691053,0.0029238756,0.00025477028,5.0,9.0,0.00025477028
RBM46,0.0009876157,0.0012405427,0.00025292707,2.0,4.0,0.00025292707
ATP1A2,0.0,0.0002525298,0.0002525298,0.0,1.0,0.0002525298
LINC01503,0.0052131773,0.004961539,-0.00025163824,7.0,9.0,0.00025163824
ANKRD30BL,0.001158115,0.0014084597,0.00025034475,1.0,1.0,0.00025034475
DISP3,0.001220253,0.0014701056,0.00024985266,1.0,1.0,0.00024985266
MAB21L2,0.008598499,0.008348754,-0.00024974532,13.0,21.0,0.00024974532
OSBPL10,0.04052897,0.040778395,0.0002494231,58.0,103.0,0.0002494231
TM4SF18,0.004362653,0.0046107764,0.00024812343,7.0,11.0,0.00024812343
DLX3,0.0008570912,0.0011050272,0.00024793594,2.0,2.0,0.00024793594
RAB42,0.0062107854,0.0059653735,-0.00024541188,6.0,5.0,0.00024541188
CPN1,0.0060642073,0.0063077607,0.00024355343,8.0,14.0,0.00024355343
UNC5B-AS1,0.00045505236,0.0002116778,-0.00024337455,1.0,1.0,0.00024337455
SRPX,0.027606186,0.027848393,0.0002422072,49.0,92.0,0.0002422072
ETS2,0.46737286,0.46761507,0.00024220347,905.0,1466.0,0.00024220347
ARG2,0.022814194,0.023054723,0.00024052896,38.0,48.0,0.00024052896
PTK6,0.0017322083,0.0014942915,-0.00023791683,3.0,4.0,0.00023791683
SOX18,0.00039806953,0.00016016752,-0.00023790202,1.0,1.0,0.00023790202
PRELP,0.0054998747,0.00526314,-0.00023673475,8.0,15.0,0.00023673475
KDR,0.002322116,0.0025573676,0.00023525162,4.0,11.0,0.00023525162
ACVRL1,0.0033285825,0.003093498,-0.00023508444,5.0,12.0,0.00023508444
NRXN3,0.03149398,0.031259466,-0.00023451447,45.0,86.0,0.00023451447
LINC02562,0.019983383,0.019749148,-0.00023423508,33.0,57.0,0.00023423508
LINC00525,0.0015634795,0.0013308955,-0.00023258408,3.0,3.0,0.00023258408
CASC8,0.0072244224,0.0069920626,-0.00023235986,13.0,19.0,0.00023235986
GRM7,0.0004821295,0.00025122092,-0.00023090857,1.0,1.0,0.00023090857
CCDC170,0.00044117268,0.0006715416,0.00023036893,1.0,3.0,0.00023036893
GRID1,0.0031621135,0.0033915667,0.0002294532,2.0,3.0,0.0002294532
GYPA,0.0,0.00022872821,0.00022872821,0.0,1.0,0.00022872821
BASP1,0.007381831,0.007153369,-0.00022846181,11.0,18.0,0.00022846181
CYBB,0.00045507244,0.00022690205,-0.0002281704,1.0,1.0,0.0002281704
UNC80,0.00045507244,0.00022690205,-0.0002281704,1.0,1.0,0.0002281704
SH2D6,0.00045507244,0.00022690205,-0.0002281704,1.0,1.0,0.0002281704
NPPC,0.014454777,0.014227018,-0.00022775959,20.0,37.0,0.00022775959
GUCY1B1,0.0069373655,0.0071639186,0.00022655306,11.0,26.0,0.00022655306
SLCO5A1,0.01175108,0.011977268,0.00022618845,18.0,15.0,0.00022618845
SPNS2,0.002667261,0.0024429897,-0.00022427132,5.0,10.0,0.00022427132
CD14,0.006064374,0.0062885145,0.00022414047,8.0,14.0,0.00022414047
SLIT3,0.00081856834,0.0010424535,0.00022388512,1.0,1.0,0.00022388512
SNTG1,0.0003732843,0.0005971316,0.00022384731,1.0,4.0,0.00022384731
SAMD15,0.004567119,0.0043440596,-0.0002230592,7.0,5.0,0.0002230592
RBM15-AS1,0.00097594206,0.001197818,0.0002218759,1.0,1.0,0.0002218759
MAPK8IP2,0.0016138612,0.0018354065,0.00022154534,3.0,9.0,0.00022154534
TENM1,0.002754892,0.0029736655,0.0002187735,5.0,8.0,0.0002187735
MT1M,0.042910855,0.042692237,-0.00021861866,119.0,245.0,0.00021861866
CACNA1G,0.0,0.00021801553,0.00021801553,0.0,1.0,0.00021801553
GMEB2,0.025235528,0.025453137,0.00021760911,36.0,54.0,0.00021760911
IGF2-AS,0.003002316,0.0032199204,0.00021760445,5.0,4.0,0.00021760445
HOXC11,0.008515128,0.0087325685,0.00021744054,14.0,19.0,0.00021744054
ADAMTS5,0.0013537472,0.001571128,0.00021738082,2.0,5.0,0.00021738082
SRRM4,0.0008519144,0.0010665857,0.00021467125,1.0,1.0,0.00021467125
DLX5,0.0010045255,0.0007911818,-0.00021334365,2.0,2.0,0.00021334365
RASL11A,0.008507187,0.008719825,0.00021263864,15.0,32.0,0.00021263864
UCP1,0.00054136943,0.00075367285,0.00021230342,1.0,4.0,0.00021230342
CTAG2,0.0009737968,0.0011857438,0.00021194702,1.0,1.0,0.00021194702
LINC01118,0.0006186649,0.00040717414,-0.00021149075,2.0,1.0,0.00021149075
LINC02554,0.0,0.00021103142,0.00021103142,0.0,1.0,0.00021103142
PPP2R2B,0.0028370507,0.0026273674,-0.00020968332,3.0,3.0,0.00020968332
AMIGO1,0.0052396785,0.0054486208,0.00020894222,8.0,13.0,0.00020894222
LINC01521,0.006792973,0.007000707,0.0002077343,10.0,31.0,0.0002077343
GLIS1,0.0,0.00020660319,0.00020660319,0.0,1.0,0.00020660319
SDHAF4,0.07371127,0.07350533,-0.0002059415,123.0,207.0,0.0002059415
CLDN10,0.00089821557,0.0011036847,0.00020546908,1.0,1.0,0.00020546908
CYTH4,0.00053773145,0.0003332311,-0.00020450036,1.0,1.0,0.00020450036
SPATA45,0.00095661584,0.0007523688,-0.00020424702,2.0,2.0,0.00020424702
CCL21,0.022815833,0.02261207,-0.0002037622,35.0,77.0,0.0002037622
CDK5RAP1,0.1025047,0.10230193,-0.00020276755,175.0,311.0,0.00020276755
TDRD9,0.00055740954,0.0003550648,-0.00020234473,1.0,1.0,0.00020234473
DLL3,0.002549723,0.0027508975,0.00020117452,4.0,6.0,0.00020117452
ERN2,0.011716148,0.011916975,0.00020082667,24.0,48.0,0.00020082667
NKX2-3,0.0028416284,0.0026411852,-0.0002004432,4.0,7.0,0.0002004432
SLC39A2,0.0048693023,0.0046695666,-0.00019973563,10.0,20.0,0.00019973563
LRFN2,0.0015673747,0.0013683116,-0.0001990631,3.0,6.0,0.0001990631
TTC13,0.029737558,0.029936358,0.00019880012,49.0,71.0,0.00019880012
CPAMD8,0.0026609001,0.002859163,0.00019826298,5.0,5.0,0.00019826298
ANTXR1,0.004049392,0.0042473185,0.00019792654,8.0,12.0,0.00019792654
FKBP14,0.059444427,0.059247315,-0.00019711256,96.0,157.0,0.00019711256
COL25A1,0.0007821786,0.0009791789,0.00019700034,1.0,1.0,0.00019700034
TIAM1,0.007176745,0.007373123,0.00019637775,13.0,14.0,0.00019637775
ATP2A3,0.014991843,0.014796125,-0.00019571837,25.0,42.0,0.00019571837
CLEC1A,0.00073920225,0.00093466265,0.0001954604,1.0,3.0,0.0001954604
CCL11,0.0019099856,0.002105285,0.00019529939,3.0,8.0,0.00019529939
PPY,0.0011039398,0.0012970245,0.0001930847,1.0,1.0,0.0001930847
NLRP3,0.0,0.00019226242,0.00019226242,0.0,1.0,0.00019226242
CABP7,0.0004963009,0.00030604322,-0.0001902577,1.0,1.0,0.0001902577
LMO3,0.0003732843,0.00018406835,-0.00018921595,1.0,1.0,0.00018921595
GINS3,0.035196755,0.03500764,-0.00018911436,56.0,91.0,0.00018911436
TCP11,0.0004921661,0.00067958777,0.00018742168,1.0,4.0,0.00018742168
RIMBP2,0.0058065476,0.0056193797,-0.0001871679,6.0,6.0,0.0001871679
FRMD6,0.006308672,0.006495776,0.0001871041,10.0,16.0,0.0001871041
LEFTY1,0.04159703,0.041784044,0.0001870133,95.0,226.0,0.0001870133
AGBL4,0.0021771027,0.002363136,0.00018603331,3.0,5.0,0.00018603331
AOAH,0.0034043386,0.003218525,-0.00018581352,6.0,8.0,0.00018581352
ZNF354C,0.013187736,0.013372799,0.00018506311,19.0,27.0,0.00018506311
SHC4,0.00084179215,0.0010265739,0.00018478179,1.0,3.0,0.00018478179
SDR16C5,0.001224781,0.0010401773,-0.00018460373,2.0,5.0,0.00018460373
DISP2,0.021222724,0.02103823,-0.00018449314,34.0,74.0,0.00018449314
P3H2,0.0029054796,0.0027212298,-0.00018424983,6.0,9.0,0.00018424983
FNDC4,0.0024201768,0.0026033926,0.00018321583,4.0,9.0,0.00018321583
WNT10B,0.00061791326,0.00080054975,0.00018263649,1.0,1.0,0.00018263649
STK32A,0.0009307,0.0011115229,0.00018082291,1.0,1.0,0.00018082291
CST1,0.0028284048,0.0030075454,0.0001791406,5.0,4.0,0.0001791406
SOX30,0.0030630876,0.003242219,0.00017913152,4.0,8.0,0.00017913152
SLC16A11,0.0014133002,0.0015883878,0.0001750876,2.0,5.0,0.0001750876
TSSK3,0.0025727008,0.002745486,0.00017278525,3.0,3.0,0.00017278525
COPZ2,0.0015415202,0.0017134973,0.0001719771,2.0,3.0,0.0001719771
TMIGD1,0.00067299727,0.0008442271,0.00017122983,1.0,1.0,0.00017122983
OASL,0.001655536,0.0018237694,0.00016823341,3.0,9.0,0.00016823341
SYCP2,0.0006005628,0.00076730386,0.00016674108,1.0,1.0,0.00016674108
PATE2,0.0006515262,0.00081789575,0.00016636954,1.0,1.0,0.00016636954
CEACAM6,0.011296786,0.0111306105,-0.00016617589,23.0,40.0,0.00016617589
TMPRSS6,0.018319225,0.018153993,-0.00016523153,29.0,45.0,0.00016523153
PGM5-AS1,0.0018799765,0.0017147518,-0.00016522466,2.0,3.0,0.00016522466
ARMC2,0.018217454,0.018381445,0.000163991,31.0,54.0,0.000163991
FGF12,0.0006801477,0.00084358105,0.00016343332,1.0,1.0,0.00016343332
B3GALT1,0.00073060574,0.00089284504,0.0001622393,1.0,1.0,0.0001622393
ABCA6,0.00045505236,0.00061661535,0.00016156299,1.0,3.0,0.00016156299
TGFB1I1,0.04566151,0.04549999,-0.00016151741,70.0,137.0,0.00016151741
CALHM6,0.004148199,0.003987618,-0.00016058143,5.0,6.0,0.00016058143
NR4A1,0.12255714,0.12239727,-0.00015987456,238.0,554.0,0.00015987456
IGSF1,0.0117587745,0.011600051,-0.00015872344,22.0,35.0,0.00015872344
RPAP1,0.051111028,0.050952453,-0.00015857443,75.0,104.0,0.00015857443
ISG20,0.00334938,0.003506667,0.00015728688,6.0,13.0,0.00015728688
CHAC1,0.0044219308,0.0042661177,-0.00015581306,7.0,15.0,0.00015581306
ANO1,0.005531072,0.005375931,-0.00015514111,10.0,24.0,0.00015514111
ADRA2C,0.0025740766,0.0027289686,0.00015489198,5.0,13.0,0.00015489198
MLIP,0.00068797224,0.0008405091,0.00015253684,1.0,1.0,0.00015253684
TAC1,0.0013601021,0.001510719,0.00015061686,2.0,3.0,0.00015061686
COL12A1,0.007337361,0.007187492,-0.0001498689,12.0,25.0,0.0001498689
MYOCD,0.0005934985,0.00074313977,0.00014964124,1.0,1.0,0.00014964124
HPSE2,0.0010074028,0.0008579464,-0.00014945638,2.0,4.0,0.00014945638
CYP26B1,0.00066881656,0.0008180853,0.00014926872,1.0,3.0,0.00014926872
CYTL1,0.0031387424,0.0032855526,0.0001468102,5.0,11.0,0.0001468102
MIR222HG,0.03931039,0.03945706,0.00014667213,70.0,101.0,0.00014667213
CHL1,0.00046944182,0.0006153345,0.00014589267,1.0,1.0,0.00014589267
ADGRB3,0.002180949,0.0023264447,0.00014549564,3.0,6.0,0.00014549564
BIRC7,0.0032276523,0.0033718445,0.00014419225,6.0,9.0,0.00014419225
ABI3,0.0022314962,0.0023752996,0.00014380342,4.0,5.0,0.00014380342
PI3,0.009757377,0.009900878,0.00014350098,18.0,40.0,0.00014350098
SPRR2F,0.0005467465,0.0006900872,0.00014334073,1.0,1.0,0.00014334073
CD163,0.0018247972,0.0016833952,-0.00014140201,2.0,3.0,0.00014140201
NMUR2,0.0067081056,0.0068492745,0.00014116894,12.0,24.0,0.00014116894
INSC,0.0029192467,0.003059616,0.0001403694,4.0,6.0,0.0001403694
GRP,0.00053082313,0.00067041133,0.0001395882,1.0,1.0,0.0001395882
PDGFD,0.014083494,0.014222625,0.00013913028,22.0,36.0,0.00013913028
STYK1,0.0022335176,0.0020947035,-0.0001388141,4.0,9.0,0.0001388141
PLA2G7,0.0014822003,0.0016207558,0.00013855542,2.0,5.0,0.00013855542
GRAMD2A,0.0013046513,0.0011677684,-0.00013688288,3.0,4.0,0.00013688288
LMOD1,0.004119716,0.0042534666,0.0001337505,4.0,9.0,0.0001337505
RPS6KA2,0.0068515437,0.0067209024,-0.00013064127,11.0,13.0,0.00013064127
PIPOX,0.011220157,0.011350722,0.0001305649,19.0,37.0,0.0001305649
TG,0.00039787052,0.00052792544,0.00013005492,1.0,1.0,0.00013005492
PTPRO,0.00064592477,0.0007748466,0.00012892182,1.0,3.0,0.00012892182
CSTA,0.00043415712,0.00056277844,0.00012862132,1.0,1.0,0.00012862132
EIF4G3,0.09675865,0.09663085,-0.00012779981,159.0,251.0,0.00012779981
MYBPHL,0.0071065314,0.007233794,0.00012726244,13.0,23.0,0.00012726244
DRD2,0.0011595337,0.0012858328,0.0001262991,1.0,3.0,0.0001262991
NSMAF,0.07998655,0.08011275,0.00012619793,121.0,192.0,0.00012619793
C8orf88,0.0004022175,0.00052806135,0.00012584386,1.0,1.0,0.00012584386
SP8,0.0027367629,0.0028625096,0.00012574671,4.0,6.0,0.00012574671
CYBRD1,0.009970751,0.010095052,0.00012430176,19.0,38.0,0.00012430176
VMO1,0.001059271,0.0011830151,0.00012374402,2.0,3.0,0.00012374402
HDAC9,0.0015670344,0.0014435052,-0.00012352923,2.0,2.0,0.00012352923
KCNJ2-AS1,0.0011351955,0.0010142927,-0.00012090278,2.0,4.0,0.00012090278
GABRG3,0.0009995777,0.0008800566,-0.00011952111,2.0,5.0,0.00011952111
ADARB2,0.00035915975,0.00047858641,0.000119426666,1.0,1.0,0.000119426666
CSGALNACT1,0.001660335,0.0017779646,0.00011762965,2.0,5.0,0.00011762965
IFIT1,0.004754345,0.004638103,-0.000116242096,5.0,11.0,0.000116242096
CLEC7A,0.001752791,0.0018686295,0.000115838484,2.0,5.0,0.000115838484
CDH19,0.0014644443,0.0015792454,0.00011480111,2.0,3.0,0.00011480111
ACTC1,0.0021040053,0.00199118,-0.000112825306,4.0,5.0,0.000112825306
SNX29,0.016443433,0.016331958,-0.00011147559,26.0,57.0,0.00011147559
RGS4,0.00033443322,0.00044582473,0.000111391506,1.0,1.0,0.000111391506
C22orf31,0.0065396195,0.006428403,-0.00011121668,10.0,18.0,0.00011121668
SYNPO2,0.010782261,0.010893401,0.00011113938,17.0,16.0,0.00011113938
ATOH7,0.00041853343,0.0005293702,0.00011083679,1.0,1.0,0.00011083679
HS3ST3B1,0.00041853343,0.0005293702,0.00011083679,1.0,1.0,0.00011083679
ZNF732,0.00030858675,0.0004189237,0.00011033696,1.0,1.0,0.00011033696
RNF19A,0.16138059,0.16149023,0.000109642744,279.0,480.0,0.000109642744
PREX2,0.001830873,0.0017218923,-0.00010898069,3.0,4.0,0.00010898069
