,group,names,scores,logfoldchanges,pvals,pvals_adj
217,2,UQCRB,10.660195,1.2306937,1.5626831189027824e-26,9.485486531739889e-24
218,2,CLDN10,10.604444,8.498195,2.84150854140922e-26,1.6781795850506558e-23
219,2,H1-0,10.42684,3.5220091,1.870045300477122e-25,1.0216057476506518e-22
220,2,TPM1,10.417366,2.9400907,2.0659568450642611e-25,1.1146984932924502e-22
221,2,NDUFA4,10.330228,1.1271127,5.1438164520024655e-25,2.7084982435941655e-22
222,2,TUBA1A,10.174991,4.4675317,2.5642412784321347e-24,1.2881333429034255e-21
223,2,OCIAD2,10.139532,1.8665164,3.6886265759316085e-24,1.811322874994551e-21
224,2,SRP9,10.0883255,1.5063397,6.222173067492976e-24,2.988284085073769e-21
225,2,CYB5A,9.929852,1.542436,3.0871421406591027e-23,1.4202153696354257e-20
226,2,DDX5,9.914559,1.7718793,3.5984217283638154e-23,1.638181491837627e-20
227,2,EIF1,9.912595,0.9100091,3.6698788225817686e-23,1.6534884954857074e-20
228,2,MYL6,9.774997,0.9798731,1.4416242218314168e-22,6.364115655648509e-20
229,2,UBB,9.766668,1.1667217,1.5651475964394488e-22,6.840321055478967e-20
230,2,HNRNPA0,9.696133,1.411109,3.1314494974024043e-22,1.3417340081811242e-19
231,2,RBPJ,9.642271,3.3190198,5.300214789534183e-22,2.227313338094249e-19
232,2,SSR4,9.612013,1.0923783,7.114439072657492e-22,2.9612328117278384e-19
233,2,SPINK1,9.588192,2.3380675,8.964224167830358e-22,3.6614247946809157e-19
234,2,HMGN3,9.439537,1.3996936,3.744295649609437e-21,1.4481477616861136e-18
235,2,SDC2,9.369856,4.067599,7.26316028012373e-21,2.7602535381089346e-18
236,2,COMMD6,9.328742,1.3804799,1.0713509584118296e-20,4.0019078877291105e-18
237,2,ANAPC16,9.16674,1.5818249,4.8753917706863214e-20,1.7609431565791324e-17
238,2,IRAG2,9.116516,9.316042,7.757827935667196e-20,2.7564887162634075e-17
239,2,PLEKHB1,9.040925,5.090904,1.5535193973354123e-19,5.431600939291749e-17
240,2,CALD1,9.034324,4.5508184,1.6501926686233213e-19,5.723811142024892e-17
241,2,ACTB,9.023923,0.90172154,1.8147209842225013e-19,6.244926448382693e-17
242,2,IDH2,9.000847,2.2258472,2.2398265424732874e-19,7.64760775095723e-17
243,2,TACSTD2,8.977281,5.0968018,2.7754138508430582e-19,9.402843948623644e-17
244,2,DSTN,8.94695,1.245459,3.654409610469204e-19,1.2285562893534315e-16
245,2,DLK1,8.918874,9.625257,4.710552446082164e-19,1.5715265962104955e-16
246,2,POLR2L,8.915582,1.8395059,4.852601336186437e-19,1.6066521878537277e-16
