,group,names,scores,logfoldchanges,pvals,pvals_adj
1360,Colonocyte,DHRS7,118.040054,5.7088614,0.0,0.0
1361,Colonocyte,PRSS3,117.64018,6.46803,0.0,0.0
1362,Colonocyte,NR0B2,117.442375,7.0237517,0.0,0.0
1363,Colonocyte,MISP,117.224884,6.3888707,0.0,0.0
1364,Colonocyte,SLC15A1,117.1137,7.6101546,0.0,0.0
1365,Colonocyte,TM4SF5,116.14568,7.1272583,0.0,0.0
1366,Colonocyte,SLC40A1,115.87701,6.1622796,0.0,0.0
1367,Colonocyte,USH1C,115.79493,6.230247,0.0,0.0
1368,Colonocyte,ALDOB,115.52864,8.806815,0.0,0.0
1369,Colonocyte,ERICH4,115.2742,7.469042,0.0,0.0
1370,Colonocyte,CLDN4,115.24647,6.2840357,0.0,0.0
1371,Colonocyte,KRT18,115.15122,6.3036604,0.0,0.0
1372,Colonocyte,HPN,114.532326,6.3531346,0.0,0.0
1373,Colonocyte,PON2,113.87401,5.64761,0.0,0.0
1374,Colonocyte,SLC6A19,113.86765,7.5896173,0.0,0.0
1375,Colonocyte,TMEM176A,113.596634,5.68605,0.0,0.0
1376,Colonocyte,GNS,113.572266,6.2755136,0.0,0.0
1377,Colonocyte,F10,113.49414,6.2648563,0.0,0.0
1378,Colonocyte,SAT1,113.11558,5.4856133,0.0,0.0
1379,Colonocyte,CHP2,112.97748,7.0197554,0.0,0.0
1380,Colonocyte,ENPP7,112.761406,7.7746964,0.0,0.0
1381,Colonocyte,TM4SF20,112.46683,7.6575284,0.0,0.0
1382,Colonocyte,C1QTNF12,111.599174,7.6584463,0.0,0.0
1383,Colonocyte,MT-CO1,111.573746,1.5231309,0.0,0.0
1384,Colonocyte,SPINT1,111.50369,5.8294864,0.0,0.0
1385,Colonocyte,PBLD,111.40297,6.452524,0.0,0.0
1386,Colonocyte,RAB17,111.24769,6.8303823,0.0,0.0
1387,Colonocyte,SLC2A2,110.51007,7.001525,0.0,0.0
1388,Colonocyte,TPT1,110.33411,0.7137538,0.0,0.0
1389,Colonocyte,LGMN,110.24646,5.8266582,0.0,0.0
1390,Colonocyte,OCIAD2,110.054085,5.3203006,0.0,0.0
1391,Colonocyte,TSPAN13,109.82316,5.580564,0.0,0.0
1392,Colonocyte,PLAC8,109.595085,6.193723,0.0,0.0
1393,Colonocyte,SLC39A5,109.579544,5.974392,0.0,0.0
1394,Colonocyte,PRSS8,109.2813,5.9135475,0.0,0.0
1395,Colonocyte,ARID3A,109.12386,5.4934177,0.0,0.0
1396,Colonocyte,MUC3A,109.067314,6.514032,0.0,0.0
1397,Colonocyte,ENSG00000235122,109.065544,8.043859,0.0,0.0
1398,Colonocyte,S100A10,108.63836,4.9254885,0.0,0.0
1399,Colonocyte,CDH17,108.63767,5.863079,0.0,0.0
1400,Contractile pericyte,ACTA2,39.553196,9.825569,0.0,0.0
1401,Contractile pericyte,MYL9,37.75233,7.3273106,0.0,0.0
1402,Contractile pericyte,PLN,37.431572,13.03338,1.1981556917399312e-306,1.7454732117267317e-302
1403,Contractile pericyte,MGP,36.923172,9.032945,1.963486899952865e-298,2.1453057868885004e-294
1404,Contractile pericyte,ADIRF,35.89764,10.603959,3.3247968581056207e-282,2.906138437732961e-278
1405,Contractile pericyte,TAGLN,35.70695,8.718947,3.083718160423935e-279,2.246180308052794e-275
1406,Contractile pericyte,TPM2,35.60714,6.3286033,1.086210842852023e-277,6.78167981085783e-274
1407,Contractile pericyte,CAV1,35.113968,8.021758,4.126305528085787e-270,2.2542007099932652e-266
1408,Contractile pericyte,BGN,33.83091,8.005073,6.927833845090064e-251,3.364156115175735e-247
1409,Contractile pericyte,CALD1,33.7106,5.5809455,4.042725251210592e-249,1.7668326437890773e-245
1410,Contractile pericyte,FRZB,31.675533,6.8643355,3.3759738320014088e-220,1.3413050941253598e-216
1411,Contractile pericyte,CRIP1,31.471916,7.9270215,2.1050024390684726e-217,7.666418883087377e-214
1412,Contractile pericyte,SEPTIN4,30.995129,8.473824,6.269983739898546e-211,2.107872072065585e-207
1413,Contractile pericyte,COL4A2,30.96912,5.8008814,1.4047679705780778e-210,4.385284241867451e-207
1414,Contractile pericyte,NET1,30.490376,6.4798813,3.49593352048034e-204,1.0185751905271519e-200
1415,Contractile pericyte,COL4A1,30.189562,6.0626564,3.247285177057623e-200,8.869959461132896e-197
1416,Contractile pericyte,TINAGL1,29.395178,6.727476,6.329119363746793e-190,1.6271048980775874e-186
1417,Contractile pericyte,SERPINI1,29.130148,8.879685,1.490791428801072e-186,3.6196415891290027e-183
1418,Contractile pericyte,VIM,29.092857,4.2567143,4.420160970240261e-186,1.016730079175686e-182
1419,Contractile pericyte,MCAM,29.004126,7.0728817,5.8366470519165716e-185,1.2754241137848093e-181
1420,Contractile pericyte,TPM1,28.713316,4.5889173,2.6020092307374285e-181,5.41515292476898e-178
1421,Contractile pericyte,MYL6,28.312845,1.9314075,2.401351877341021e-176,4.7703946566959995e-173
1422,Contractile pericyte,MEF2C,28.306515,6.809882,2.873266958441927e-176,5.4597069196411294e-173
1423,Contractile pericyte,HSPB1,27.990583,4.285819,2.115533687886722e-172,3.8523868456417207e-169
1424,Contractile pericyte,KCNA5,27.791063,10.2467985,5.5625205342008075e-170,9.724175897068484e-167
1425,Contractile pericyte,IGFBP7,27.464294,5.986639,4.689761769590396e-166,7.883128783776103e-163
1426,Contractile pericyte,LMNA,27.29432,5.007979,4.9541509512861e-164,8.019119006481767e-161
1427,Contractile pericyte,NOTCH3,26.814207,6.511857,2.2067214808889367e-158,3.444376985741789e-155
1428,Contractile pericyte,OAZ2,26.703714,4.4746523,4.2618642239011486e-157,6.422776346254338e-154
1429,Contractile pericyte,HIGD1B,26.63874,9.900025,2.416902060877387e-156,3.5209429222861774e-153
1430,Contractile pericyte,BCAM,26.489193,5.4179907,1.2911140467006464e-154,1.8202209128066146e-151
1431,Contractile pericyte,NDUFA4L2,25.820274,7.2994556,5.250357228572247e-147,7.170675384922546e-144
1432,Contractile pericyte,CRIP2,25.5345,5.7477984,8.162402530962577e-144,1.0809989097369347e-140
1433,Contractile pericyte,CAVIN1,25.391191,5.385013,3.155121214061086e-142,3.9397547868378775e-139
1434,Contractile pericyte,COX4I2,25.222092,9.213228,2.293016867152948e-140,2.783722476723679e-137
1435,Contractile pericyte,DSTN,24.83333,3.3725424,3.91504074361699e-136,4.6244038015955925e-133
1436,Contractile pericyte,ACTG2,24.283875,5.515476,2.902201038251461e-130,3.337836688835312e-127
1437,Contractile pericyte,FOXS1,23.819208,8.122758,2.1122258904628583e-125,2.3669928286356092e-122
1438,Contractile pericyte,GSN,23.450611,4.550063,1.3030491442379191e-121,1.4237114949943504e-118
1439,Contractile pericyte,SDC2,23.449461,4.5250325,1.3387523274593303e-121,1.4270446760800628e-118
1440,Contractile pericyte,EHD2,23.31885,5.0906568,2.8546054767548295e-120,2.9704208989545967e-117
1441,Contractile pericyte,MTHFD2,23.28282,5.5245824,6.619406610565617e-120,6.727780151352552e-117
1442,Contractile pericyte,PTK2,23.091627,5.1454115,5.619724891849673e-118,5.581919469849957e-115
1443,Contractile pericyte,ISYNA1,23.025612,4.646818,2.5826052051668608e-117,2.5082261752580555e-114
1444,Contractile pericyte,HSPA2,22.938318,6.1888957,1.9273920521700843e-116,1.8311900488704643e-113
1445,Contractile pericyte,PDLIM1,22.578928,4.0557284,6.98211714782959e-113,6.49247761337754e-110
1446,Contractile pericyte,PLAC9,22.560667,5.1025586,1.055192269058395e-112,9.607525609776686e-110
1447,Contractile pericyte,PDGFRB,22.103994,5.0739055,2.893023426809412e-108,2.580340731536297e-105
1448,Contractile pericyte,MFGE8,21.750935,4.3442483,6.76877315981392e-105,5.916449243530151e-102
1449,Contractile pericyte,MYLK,21.740509,4.712908,8.495299650934636e-105,7.279972077342104e-102
1450,Contractile pericyte,IL17B,21.693483,7.6956,2.3638953784446444e-104,1.9867631465297065e-101
1451,Contractile pericyte,CRYAB,21.495712,5.357613,1.707529587240141e-102,1.4080353411460966e-99
1452,Contractile pericyte,EGFL6,21.46375,7.7118425,3.397638424556596e-102,2.7498220316078053e-99
1453,Contractile pericyte,CAV2,20.998106,4.8807178,6.825353825988612e-98,5.423550247472842e-95
1454,Contractile pericyte,ELN,20.906261,4.7697177,4.696177001609948e-97,3.665030708542164e-94
1455,Contractile pericyte,CAVIN3,20.76649,4.405217,8.698604044568481e-96,6.669540195856508e-93
1456,Contractile pericyte,TGFB1I1,20.67112,4.2180567,6.303616193519152e-95,4.7498834848545e-92
1457,Contractile pericyte,CSRP2,20.445702,4.659624,6.5608118627750645e-93,4.859893587300363e-90
1458,Contractile pericyte,TSC22D1,20.28107,2.960693,1.8897463860210371e-91,1.3764912675777233e-88
1459,Contractile pericyte,GJA4,20.196558,7.4875555,1.0496237113918588e-90,7.520123718470459e-88
1460,Contractile pericyte,NTRK3,19.667835,7.5469685,4.067861865267419e-86,2.8219338882483697e-83
1461,Contractile pericyte,EBF1,19.537655,5.6296754,5.254155047506661e-85,3.587931128066111e-82
1462,Contractile pericyte,TSPO,19.413334,4.38904,5.953614784387838e-84,4.0030273928751706e-81
1463,Contractile pericyte,ANGPT2,19.28748,6.042313,6.842896896068832e-83,4.5312419082695794e-80
1464,Contractile pericyte,ARHGAP29,19.084732,5.2507577,3.3821145006579914e-81,2.206148240847117e-78
1465,Contractile pericyte,BCHE,18.890009,4.5816107,1.3782442346907157e-79,8.858056769547505e-77
1466,Contractile pericyte,ARID5A,18.767607,5.074776,1.390069221581957e-78,8.80457757391563e-76
1467,Contractile pericyte,ZFHX3,18.704706,4.064038,4.53231153734381e-78,2.8297163346867695e-75
1468,Contractile pericyte,PTMA,18.696274,0.40864697,5.308697427357654e-78,3.267764962890689e-75
1469,Contractile pericyte,LRRC32,18.624275,5.5920725,2.0423537281204072e-77,1.2397087129690871e-74
1470,Contractile pericyte,RCAN2,18.570297,7.018622,5.589250149570684e-77,3.346199842970372e-74
1471,Contractile pericyte,RASL12,18.284386,6.586016,1.1019676389196702e-74,6.508161309641252e-72
1472,Contractile pericyte,SOD3,18.16423,5.7718816,9.908787235894469e-74,5.774048498100424e-71
1473,Contractile pericyte,HCFC1R1,18.110533,3.715399,2.6319261916276358e-73,1.5134960826170287e-70
1474,Contractile pericyte,HEYL,18.076208,6.122073,4.906848602442672e-73,2.7850507963786305e-70
1475,Contractile pericyte,PDLIM7,17.956865,3.6381865,4.240907728564e-72,2.3762132226815524e-69
1476,Contractile pericyte,CSRP1,17.825989,3.672364,4.441692622557409e-71,2.457211827547456e-68
1477,Contractile pericyte,AOC3,17.715029,7.1987987,3.210596285371481e-70,1.7539487506984402e-67
1478,Contractile pericyte,NR2F2,17.579182,3.6859279,3.556782305832083e-69,1.9190816530133995e-66
1479,Contractile pericyte,SELENOW,17.421513,2.633982,5.66586087238767e-68,3.019765653254033e-65
1480,Contractile pericyte,UBA2,17.373848,3.3339453,1.3019444587681588e-67,6.8554434489160976e-65
1481,Contractile pericyte,NPY1R,17.092611,7.1039667,1.6845761794609364e-65,8.764609207995329e-63
1482,Contractile pericyte,ITGA1,16.92593,4.60992,2.8973206509863613e-64,1.4723779271012552e-61
1483,Contractile pericyte,MAP1B,16.853949,3.7981925,9.813938578581492e-64,4.9299812831991436e-61
1484,Contractile pericyte,LITAF,16.69398,3.133007,1.4497866706091672e-62,7.200167801398074e-60
1485,Contractile pericyte,A2M,16.397083,4.487194,2.006404550196952e-60,9.636033457341492e-58
1486,Contractile pericyte,NGF,16.324318,7.5691876,6.627783665537406e-60,3.148485405637465e-57
1487,Contractile pericyte,PHLDA1,16.213463,3.3547087,4.050810829361576e-59,1.9036197471657883e-56
1488,Contractile pericyte,PGF,16.085726,4.7150874,3.212627291073412e-58,1.4779438224112885e-55
1489,Contractile pericyte,SH3BGRL,16.023342,2.3926437,8.780094190456823e-58,3.9971378802054684e-55
1490,Contractile pericyte,HEY2,16.020638,6.9758105,9.17047282920819e-58,4.131817984821802e-55
1491,Contractile pericyte,MGST3,15.928004,2.7027693,4.0508186606618784e-57,1.7948595776330913e-54
1492,Contractile pericyte,ZFP36L1,15.927773,2.5468223,4.0657856989217467e-57,1.7948595776330913e-54
1493,Contractile pericyte,SEPTIN7,15.831208,2.183884,1.8954640884183584e-56,8.283936252023592e-54
1494,Contractile pericyte,ACTB,15.670523,1.0645301,2.4059240358308437e-55,1.0308676868818744e-52
1495,Contractile pericyte,CCND1,15.654513,3.129149,3.0946953524116874e-55,1.3131122881728193e-52
1496,Contractile pericyte,TUBA1A,15.595111,2.868976,7.858703783818272e-55,3.302469136230709e-52
1497,Contractile pericyte,GUCY1B1,15.027294,3.5925117,4.864738882312864e-51,1.9869957767532843e-48
1498,Contractile pericyte,ITGA7,15.005192,6.9741144,6.789394064967278e-51,2.7474414649567587e-48
1499,Contractile pericyte,SLIT3,14.972009,4.231331,1.1189078501329644e-50,4.486307218551475e-48
1500,Cycling B cell,CD74,48.38849,8.0712385,0.0,0.0
1501,Cycling B cell,ARHGDIB,43.76477,7.311275,0.0,0.0
1502,Cycling B cell,PFN1,43.256943,2.800144,0.0,0.0
1503,Cycling B cell,CORO1A,41.906548,7.424711,0.0,0.0
1504,Cycling B cell,CD52,41.00105,7.580004,0.0,0.0
1505,Cycling B cell,VPREB3,39.1949,8.671548,0.0,0.0
1506,Cycling B cell,RPL28,37.716053,0.9309608,0.0,0.0
1507,Cycling B cell,TCL1A,37.185818,8.9529915,1.1568205200211276e-302,3.370512267133557e-299
1508,Cycling B cell,CD79A,36.919765,7.7801166,2.2266598581164517e-298,6.082121402445088e-295
1509,Cycling B cell,LAPTM5,36.35718,6.3139076,2.0234532303593857e-289,5.201941175272153e-286
1510,Cycling B cell,IGHM,35.928547,8.393234,1.0948388795087454e-282,2.6582687994472336e-279
1511,Cycling B cell,CD37,35.73002,6.727359,1.3519706229116582e-279,2.8136440049395768e-276
1512,Cycling B cell,RPL15,35.529663,2.1529813,1.7126236029361751e-276,3.4022046337601184e-273
1513,Cycling B cell,GAPDH,35.18993,1.2282567,2.850745040617687e-271,5.4169113589198e-268
1514,Cycling B cell,HMGA1,34.934074,4.5337534,2.2600774328924043e-267,4.115601005297068e-264
1515,Cycling B cell,RAC2,34.45117,5.8527513,4.324679225389155e-260,6.517440719531298e-257
1516,Cycling B cell,MS4A1,34.22078,7.8607197,1.1870037049414497e-256,1.729226997358704e-253
1517,Cycling B cell,HMGB2,34.128033,4.4461575,2.832569180634315e-255,3.868581358451316e-252
1518,Cycling B cell,YBX1,34.032604,1.999348,7.341531738167722e-254,9.722857669238854e-251
1519,Cycling B cell,OAZ1,33.881554,4.047887,1.245470514510539e-251,1.6009424519461353e-248
1520,Cycling B cell,PTMA,33.79108,0.66646385,2.666647631116554e-250,3.329804802009082e-247
1521,Cycling B cell,RPL41,33.77814,2.8828027,4.130432238650917e-250,5.0143447377222126e-247
1522,Cycling B cell,RPS18P5,33.140587,4.3497787,7.73969680205046e-241,8.456392725920332e-238
1523,Cycling B cell,TMSB4X,33.106266,1.0191591,2.4146354628723875e-240,2.573883616326215e-237
1524,Cycling B cell,LCP1,32.66518,6.101742,4.878667223862928e-234,5.076601722659653e-231
1525,Cycling B cell,UCP2,32.380775,5.242311,5.119014198979977e-230,5.084577194368657e-227
1526,Cycling B cell,ACTB,32.146397,1.3155,9.91756761386168e-227,9.631941666582464e-224
1527,Cycling B cell,RPS29,32.102036,1.7459253,4.129532423757782e-226,3.923414892345872e-223
1528,Cycling B cell,RGS13,31.79159,9.533341,8.459868249705714e-222,7.8665974890455e-219
1529,Cycling B cell,IGLC2,31.650097,6.6445794,7.5601571803179e-220,6.743043049155377e-217
1530,Cycling B cell,POU2AF1,31.647287,7.9925146,8.263836687268785e-220,7.2232543716079e-217
1531,Cycling B cell,SERF2,31.45369,3.4573905,3.737213570224094e-217,3.1409842667898808e-214
1532,Cycling B cell,ARPC1B,31.413158,4.7370105,1.3378958943151728e-216,1.1032340031160435e-213
1533,Cycling B cell,CRIP1,31.292063,5.608019,5.983475123242939e-215,4.669674942610882e-212
1534,Cycling B cell,RPLP2,31.138824,0.40128937,7.186250023536218e-213,5.509962649625033e-210
1535,Cycling B cell,JCHAIN,30.430826,5.9220586,2.1487160494484876e-203,1.591652308899944e-200
1536,Cycling B cell,ARPC2,30.234703,2.5184596,8.290443527943631e-201,6.038759065754141e-198
1537,Cycling B cell,ATP5MG,29.816057,2.2163801,2.4194067860656784e-195,1.7054476480357162e-192
1538,Cycling B cell,DUT,29.62704,3.388951,6.702790249559978e-193,4.57716789166827e-190
1539,Cycling B cell,SNHG5,29.606527,2.7724197,1.2314229431292198e-192,8.279708970233758e-190
1540,Cycling B cell,IRAG2,29.225206,6.7757883,9.278300392496664e-188,5.8767947877344086e-185
1541,Cycling B cell,HMGB1,29.053883,1.4098204,1.3744817411806675e-185,8.58147857379427e-183
1542,Cycling B cell,RPL21,28.945702,0.18296345,3.1784902404355493e-184,1.9565174291266936e-181
1543,Cycling B cell,H2AZ1,28.779625,2.3625233,3.859032418053214e-182,2.342432677758301e-179
1544,Cycling B cell,SLC25A5,28.73481,2.6048257,1.4023347841175373e-181,8.282113433117952e-179
1545,Cycling B cell,RPS27,28.695076,0.38819847,4.3949417396021004e-181,2.561020450500936e-178
1546,Cycling B cell,ARPC3,28.516014,3.6659834,7.416772847786651e-179,4.265034743942997e-176
1547,Cycling B cell,RPS21,28.39172,0.99535465,2.558910829692554e-177,1.4523979078036803e-174
1548,Cycling B cell,COTL1,28.323666,4.053288,1.7668928711405986e-176,9.774719751940344e-174
1549,Cycling B cell,RPL27A,28.300716,0.2358828,3.3863817883937696e-176,1.8499803709995162e-173
1550,Cycling B cell,HMGN1,28.26786,1.5258218,8.58698670500645e-176,4.633156382167925e-173
1551,Cycling B cell,RPL23A,28.264828,0.13938457,9.3563005040665e-176,4.986679966216126e-173
1552,Cycling B cell,RPLP1,28.218863,0.19299729,3.432334682666152e-175,1.7857947020385893e-172
1553,Cycling B cell,PCED1B-AS1,27.911423,6.2211194,1.9390447243784083e-171,9.740690877498156e-169
1554,Cycling B cell,RPL26,27.903126,0.40812346,2.445013429241219e-171,1.2142825785404345e-168
1555,Cycling B cell,UBE2J1,26.960394,4.0307784,4.3088051533044344e-160,2.0248604346238387e-157
1556,Cycling B cell,SNRPG,26.805609,2.9047666,2.7796761039693343e-158,1.2787680468197453e-155
1557,Cycling B cell,RPS28,26.803513,0.62602985,2.940534980935919e-158,1.3386785500710771e-155
1558,Cycling B cell,ANP32B,26.447687,2.2327538,3.8792838191584636e-154,1.6954022003250148e-151
1559,Cycling B cell,RPL39,26.131779,1.8922285,1.5878968676272191e-150,6.737615990561164e-148
1560,Cycling B cell,UBA52,25.927618,0.4986235,3.2522333439727444e-148,1.328370150140045e-145
1561,Cycling B cell,BCAS4,25.645754,5.5669036,4.715315440358266e-145,1.908130981531645e-142
1562,Cycling B cell,POU2F2,25.446028,5.572472,7.811687756846557e-143,3.0756937092362334e-140
1563,Cycling B cell,TMA7,24.904291,1.4892054,6.684872647127388e-137,2.4970570441885075e-134
1564,Cycling B cell,RPA3,24.77792,3.5328214,1.551080584495e-135,5.64903548873079e-133
1565,Cycling B cell,RPL36A,24.712055,2.0437143,7.93640018691117e-135,2.843052735809555e-132
1566,Cycling B cell,MYBL2,24.702238,5.289736,1.0118655942882036e-134,3.595331214046476e-132
1567,Cycling B cell,RPS6,24.665216,0.12938568,2.5272812646922896e-134,8.907443580009018e-132
1568,Cycling B cell,ATP5F1E,24.571205,1.3483007,2.5669949578150156e-133,8.903805367964082e-131
1569,Cycling B cell,RPL18A,24.529837,-0.04832732,7.099430271022088e-133,2.4430984296436956e-130
1570,Cycling B cell,RPL37,24.478836,0.2952461,2.482511802336028e-132,8.476226235101076e-130
1571,Cycling B cell,SLBP,24.390852,3.6233957,2.1385339562909093e-131,7.189422155825993e-129
1572,Cycling B cell,RPS16,24.067616,0.06519834,5.459967365445344e-128,1.8077455586319947e-125
1573,Cycling B cell,TK1,23.803518,4.12855,3.071087809253828e-125,9.942134934491058e-123
1574,Cycling B cell,SPIB,23.628561,6.030017,1.9610612741072158e-123,6.2559286075607125e-121
1575,Cycling B cell,RHOH,23.522158,5.332159,2.4203500821963355e-122,7.640535241394288e-120
1576,Cycling B cell,SIT1,23.521988,6.1362367,2.4300622335571254e-122,7.640535241394288e-120
1577,Cycling B cell,CXCR4,23.058489,4.260625,1.2090149910297626e-117,3.6190952854770372e-115
1578,Cycling B cell,MZB1,22.96213,5.915089,1.1147529534712602e-116,3.2918353431424296e-114
1579,Cycling B cell,DCK,22.944853,3.945269,1.6586009170535556e-116,4.864932515362993e-114
1580,Cycling B cell,ACTR3,22.921673,2.9157374,2.825086620433071e-116,8.231172377293797e-114
1581,Cycling B cell,EZR,22.607084,3.2699687,3.691316188187701e-113,1.0683793555533462e-110
1582,Cycling B cell,ENSG00000232346,22.425514,3.573276,2.2191585413220098e-111,6.257168057415298e-109
1583,Cycling B cell,SNHG25,22.367151,3.2792172,8.222161281564936e-111,2.2887983226083693e-108
1584,Cycling B cell,CD53,22.26341,4.2937903,8.363570058584293e-110,2.3134269989896707e-107
1585,Cycling B cell,CENPM,22.219963,4.0078106,2.202472007417948e-109,6.053889095106541e-107
1586,Cycling B cell,RPL35,22.213993,0.2319528,2.5155630317227644e-109,6.871260421150731e-107
1587,Cycling B cell,TUBB-2,22.196966,4.1215367,3.674319689871382e-109,9.912498007786351e-107
1588,Cycling B cell,TFDP1,22.103914,3.5322616,2.898201952282711e-108,7.584611863626563e-106
1589,Cycling B cell,MCUB,22.062746,4.4649673,7.207335344373789e-108,1.8749368088720955e-105
1590,Cycling B cell,GTF3A,22.02354,2.8730621,1.7133747647004294e-107,4.430847971388614e-105
1591,Cycling B cell,SH3KBP1,21.92007,3.7011979,1.6719881169547084e-106,4.298386391964034e-104
1592,Cycling B cell,TYMS,21.85773,3.4774613,6.562618521560683e-106,1.677267133720983e-103
1593,Cycling B cell,TCEA1,21.748602,2.9906569,7.121807733028542e-105,1.8096016579318573e-102
1594,Cycling B cell,TNFRSF13C,21.622595,5.0921483,1.1011073641970254e-103,2.765677945107287e-101
1595,Cycling B cell,H2AZ2,21.461052,3.1021042,3.600652323358893e-102,8.992166236575832e-100
1596,Cycling B cell,RPSA,21.44865,0.33103907,4.700972451260468e-102,1.1673369318743609e-99
1597,Cycling B cell,CD19,21.44721,6.291168,4.848666146864117e-102,1.1972096343646858e-99
1598,Cycling B cell,HINT1,21.393593,2.5552716,1.5328502744236666e-101,3.742552424212956e-99
1599,Cycling B cell,ODC1,21.385675,2.8679147,1.8164244559576273e-101,4.410278579065119e-99
1600,Cycling DC,CST3,51.45237,8.4023,0.0,0.0
1601,Cycling DC,CYBA,51.063023,6.63846,0.0,0.0
1602,Cycling DC,TYROBP,51.017845,11.915941,0.0,0.0
1603,Cycling DC,C1QB,50.4054,12.9708,0.0,0.0
1604,Cycling DC,CD74,49.759987,10.924703,0.0,0.0
1605,Cycling DC,C1QC,49.71872,12.8417225,0.0,0.0
1606,Cycling DC,FTL,48.89396,3.7648342,0.0,0.0
1607,Cycling DC,SAT1,46.42377,7.4427166,0.0,0.0
1608,Cycling DC,TMSB4X,46.193558,3.3810277,0.0,0.0
1609,Cycling DC,VAMP8,46.13465,7.763143,0.0,0.0
1610,Cycling DC,ITGB2,46.100235,9.692304,0.0,0.0
1611,Cycling DC,CSF1R,46.092144,10.386985,0.0,0.0
1612,Cycling DC,TUBA1B,45.877274,6.0766244,0.0,0.0
1613,Cycling DC,FGL2,45.180237,9.773575,0.0,0.0
1614,Cycling DC,PYCARD,45.05318,7.6459055,0.0,0.0
1615,Cycling DC,MPEG1,44.770206,9.874402,0.0,0.0
1616,Cycling DC,SRGN,44.73211,9.210131,0.0,0.0
1617,Cycling DC,RNASE6,44.56634,9.784586,0.0,0.0
1618,Cycling DC,ARHGDIB,44.56512,8.789549,0.0,0.0
1619,Cycling DC,JAML,44.30967,9.626347,0.0,0.0
1620,Cycling DC,H2AZ1,44.284096,5.2128,0.0,0.0
1621,Cycling DC,PFN1,44.245186,3.7798817,0.0,0.0
1622,Cycling DC,AP2S1,43.90857,5.4621663,0.0,0.0
1623,Cycling DC,PSAP,43.900436,5.9027615,0.0,0.0
1624,Cycling DC,SPI1,43.66683,9.519726,0.0,0.0
1625,Cycling DC,ARPC2,43.485603,4.6935463,0.0,0.0
1626,Cycling DC,RNASET2,43.378937,8.019023,0.0,0.0
1627,Cycling DC,CPVL,43.319057,8.505118,0.0,0.0
1628,Cycling DC,LAPTM5,42.960735,8.562635,0.0,0.0
1629,Cycling DC,GRN,42.87113,6.256527,0.0,0.0
1630,Cycling DC,MS4A6A,42.45138,9.926016,0.0,0.0
1631,Cycling DC,FCGRT,42.20856,5.7047853,0.0,0.0
1632,Cycling DC,ARPC1B,41.739292,7.268152,0.0,0.0
1633,Cycling DC,ACTB,41.64334,2.4078274,0.0,0.0
1634,Cycling DC,COTL1,41.62247,6.9824014,0.0,0.0
1635,Cycling DC,HMGB2,39.30099,6.267244,0.0,0.0
1636,Cycling DC,NCF4,39.144157,8.960474,0.0,0.0
1637,Cycling DC,GNAI2,38.642406,6.1358867,0.0,0.0
1638,Cycling DC,CD53,38.632713,7.9308133,0.0,0.0
1639,Cycling DC,SAMHD1,38.38811,7.9896154,0.0,0.0
1640,Cycling DC,MAFB,38.297226,8.066465,0.0,0.0
1641,Cycling DC,SLC40A1,37.975143,6.850547,0.0,0.0
1642,Cycling DC,DNASE1L3,37.768784,9.297938,0.0,0.0
1643,Cycling DC,ITM2B,37.630943,5.2121444,6.70681176134124e-310,6.661693209492218e-307
1644,Cycling DC,STAB1,37.581314,8.672248,4.341556698680995e-309,4.216519865758982e-306
1645,Cycling DC,RHOG,37.32761,6.306809,5.85284596375942e-305,5.560712608698733e-302
1646,Cycling DC,LCP1,37.16087,7.709825,2.9264716166175614e-302,2.721245011333062e-299
1647,Cycling DC,UCP2,37.15942,6.8220663,3.0887139016903256e-302,2.8122740074890416e-299
1648,Cycling DC,HCK,36.8708,8.517995,1.3577765723025919e-297,1.2110258635900505e-294
1649,Cycling DC,CNPY3,36.17226,5.7716184,1.6624700619390689e-286,1.4531318317397013e-283
1650,Cycling DC,NPC2,35.97175,6.0258064,2.313849539588607e-283,1.9828329466309898e-280
1651,Cycling DC,CYRIB,35.713997,5.9268947,2.397145961574611e-279,2.0147089827818612e-276
1652,Cycling DC,RGS10,35.67048,5.9759097,1.1345154558017589e-278,9.355257260445296e-276
1653,Cycling DC,ERP29,35.41142,4.4747105,1.1392343483873468e-274,9.220203326281594e-272
1654,Cycling DC,IFNGR1,35.09629,5.992558,7.679144091197025e-270,6.101987515666815e-267
1655,Cycling DC,IDH2,34.99742,5.130027,2.46260395749059e-268,1.9218864885387278e-265
1656,Cycling DC,ATP6V0B,33.97162,4.878194,5.849452269835689e-253,4.4076631379465334e-250
1657,Cycling DC,CD36,33.738766,7.4580126,1.5623969081593977e-249,1.1573388893931918e-246
1658,Cycling DC,SLC25A5,33.71969,4.330418,2.9750470900737703e-249,2.1670243004097343e-246
1659,Cycling DC,SDF2L1,33.66572,5.496007,1.835825068782686e-248,1.3152934230504673e-245
1660,Cycling DC,CD14,33.63327,8.34452,5.476862360161779e-248,3.8606579449759736e-245
1661,Cycling DC,MKI67,33.539993,6.849585,1.2597299578733163e-246,8.738926679189749e-244
1662,Cycling DC,VSIR,33.53154,6.342939,1.6730795609405392e-246,1.1425042051772706e-243
1663,Cycling DC,TGFBI,33.41904,6.0772843,7.2529523962075095e-245,4.876662023443893e-242
1664,Cycling DC,CYBB,33.353497,7.917653,6.481998574414902e-244,4.2922616014580136e-241
